problem_id,run_id,reference_status,generated_status,reference_objective,generated_objective,relative_error,primary_label,secondary_labels,patch_type,patch_text,workflow_status,analysis_cycles_used,patch_refinement_attempts_used,expert_final_primary_label,expert_review_confidence,ref_n_sets,ref_n_params,ref_n_vars,ref_n_objectives,ref_n_constraints_decl,gen_n_sets,gen_n_params,gen_n_vars,gen_n_objectives,gen_n_constraints_decl,diff_n_sets,diff_n_params,diff_n_vars,diff_n_objectives,diff_n_constraints_decl,human_validation
19,run_5,optimal,unknown,107842.5926,0,1,VAR-EXTRA,CON-FAMILY-EXTRA;DATA-PARAM-MAP;CON-FAMILY-MISSING;CON-COEFF,multiple,"Remove parameters `min_usage`, `dependencies`, `max_refine`. Remove variable `UseFlag`. Remove constraints `MinUsage`, `MaxUsage`, and `Dependency`. Add constraint `subject to EndStock {i in OILS}: Inv[i, NumMonths] = init_amount;`. Change constraint `StorageCapacity` to `subject to StorageCapacity {i in OILS, m in MONTHS}: Inv[i,m] <= storage_size;`.",completed,1,1,VAR-EXTRA,1,2,14,3,1,7,3,16,4,1,10,1,2,1,0,3,FALSE
2,run_1,optimal,optimal,271250000,261950000,0.034285714,CON-COEFF,CON-FAMILY-EXTRA;VAR-DOMAIN,constraint,subject to MemMax: sum {i in SYS} (MemoryBoards[i] * x[i]) - sum {i in SYS} (MemoryBoards[i] * y[i]) <= MaxMemory;,completed,1,1,CON-COEFF,1,2,13,2,1,7,1,15,2,1,11,-1,2,0,0,4,FALSE
2,run_2,optimal,optimal,271250000,261950000,0.034285714,CON-COEFF,CON-FAMILY-EXTRA;VAR-DOMAIN,multiple,1. Add `param AltBoardsPerUnit{SYS} >= 0 default 0;` and provide data. 2. Replace `MemMax` with `subject to MemMax: sum {i in SYS} MemoryBoards[i] * X[i] - sum {i in SYS} MemoryBoards[i] * Y[i] <= MaxMemory;`. 3. Replace `TotalAltLimit` with `subject to TotalAltLimit: sum {i in SYS} AltBoardsPerUnit[i] * Y[i] <= AltMemory;`.,completed,1,1,CON-COEFF,1,2,13,2,1,7,1,15,2,1,12,-1,2,0,0,5,FALSE
2,run_3,optimal,optimal,271250000,261950000,0.034285714,CON-COEFF,CON-FAMILY-EXTRA;VAR-DOMAIN,constraint,subject to MemoryMax: sum {i in PRODS} (MemoryBoards[i] * x[i]) - sum {i in PRODS} (MemoryBoards[i] * z[i]) <= MaxMemory;,completed,1,1,CON-COEFF,1,2,13,2,1,7,1,15,2,1,10,-1,2,0,0,3,FALSE
2,run_4,optimal,optimal,271250000,261950000,0.034285714,CON-COEFF,CON-FAMILY-EXTRA;MODEL-COMPONENT-MISMATCH,constraint,subject to MemMax: sum {i in SYS} MemoryBoards[i] * x[i] - sum {i in SYS} MemoryBoards[i] * y[i] <= MaxMemory;,completed,1,1,CON-COEFF,1,2,13,2,1,7,1,15,2,1,9,-1,2,0,0,2,FALSE
2,run_5,optimal,optimal,271250000,261950000,0.034285714,CON-COEFF,CON-FAMILY-EXTRA;VAR-DOMAIN,multiple,1. Add parameter `param AltBoardsPerUnit {i in I: AltCompatible[i] = 1};`. 2. Replace `Memory_Max` with `subject to Memory_Max: sum {i in I} (MemoryBoards[i] * x[i]) - sum {i in I: AltCompatible[i] = 1} (MemoryBoards[i] * y[i]) <= MaxMemory;`. 3. Replace `AltMemory_Limit` with `subject to AltMemory_Limit: sum {i in I: AltCompatible[i] = 1} (AltBoardsPerUnit[i] * y[i]) <= AltMemory;`.,completed,1,1,CON-COEFF,1,2,13,2,1,7,1,15,2,1,12,-1,2,0,0,5,FALSE
20,run_1,optimal,unknown,93715.17857,,,CON-RHS,MODEL-UNDECLARED-SYMBOL;CON-FAMILY-MISSING;CON-SENSE;DATA-PARAM-MAP,multiple,"In the model file, add parameter declarations: `param WorkDaysPerMonth >= 0; param Shifts >= 1 integer default 2; param MaxStorage >= 0;`. Replace the `Capacity` constraint with `subject to Capacity {m in MACH, t in MONTH}: (sum {k in PRODUCT} Time[k,m] * Prod[k,t]) <= (MachinesPerType[m] - Maintain[t,m]) * WorkHours * WorkDaysPerMonth * Shifts;`. Replace `EndInv` with `subject to EndInv {k in PRODUCT}: Inv[k,LastMonth] = KeepQuantity;`. Add the missing constraint `subject to Storage_Limit {k in PRODUCT, t in 1..LastMonth-1}: Inv[k,t] <= MaxStorage;`. In the data file, remove the declarations for `K`, `I`, and `M`, change `KeepQuantity` to 50, and add `param WorkDaysPerMonth := 24;` and `param MaxStorage := 100;`.",completed,5,2,CON-RHS,1,4,16,3,1,6,3,10,3,1,5,-1,-6,0,0,-1,FALSE
20,run_2,optimal,optimal,93715.17857,101610.3571,0.084246529,VAR-INDEX-SET,CON-INIT-FINAL;CON-FAMILY-MISSING;CON-RHS;CON-SENSE;DATA-PARAM-MAP,multiple,"Multiple changes are required. In the model file: 1. Add `param Shifts >= 1 integer default 2;` and `param MaxStorage >= 0;`. 2. Replace `var inv {k in PRODUCT, i in MONTH} >= 0;` with `var inv {k in PRODUCT, i in union({0}, MONTH)} >= 0;`. 3. Replace `InvBalanceFirst` and `InvBalanceRest` with `subject to Initial_Stock {k in PRODUCT}: inv[k,0] = 0;` and `subject to InvBalance {k in PRODUCT, i in MONTH}: inv[k,i] = inv[k,i-1] + prod[k,i] - sell[k,i];`. 4. Replace `FinalInventory` with `subject to FinalInventory {k in PRODUCT}: inv[k, (max {i in MONTH} i)] = KeepQuantity;`. 5. Add `subject to Storage_Limit {k in PRODUCT, i in MONTH: i < max{j in MONTH} j}: inv[k,i] <= MaxStorage;`. 6. Update `MachineCapacity` RHS to include `* Shifts`. In the data file: 7. Change `KeepQuantity` to 50, add `MaxStorage := 100;`, and add `Shifts := 2;`.",completed,2,3,VAR-INDEX-SET,1,4,16,3,1,6,3,9,3,1,5,-1,-7,0,0,-1,FALSE
20,run_3,optimal,infeasible,93715.17857,,,DATA-MISSING-TERMINATOR,CON-RHS;CON-FAMILY-MISSING;CON-SENSE;DATA-PARAM-MAP;DATA-SCALE-UNIT,multiple,"1. Add the missing semicolon after the final InitInventory data entry.
2. Declare MaxStorage, set it to 100, and replace `Inv[k,i] <= Limit[k,i]` with `Inv[k,i] <= MaxStorage`.
3. Add `Sell[k,i] <= Limit[k,i]` for every product and month.
4. Declare WorkDaysPerMonth and Shifts, set them to 24 and 2, and multiply machine capacity by both parameters.
5. Replace `Inv[k,I] >= KeepQuantity` with equality.
6. Change KeepQuantity from 100 to the reference value 50.",completed,1,1,DATA-MISSING-TERMINATOR,1,4,16,3,1,6,3,12,3,1,5,-1,-4,0,0,-1,TRUE
20,run_4,optimal,optimal,93715.17857,82689.02256,0.117656032,VAR-INDEX-SET,CON-RHS;CON-INIT-FINAL;DATA-PARAM-MAP;CON-SENSE;VAR-BOUNDS,multiple,"# In data file, change 'param KeepQuantity' from 100 to 50.
# In model file, add 'param Shifts' and replace 'var Stock' and all subsequent constraints.
param Shifts >= 1 integer default 2;

var Stock   {k in PRODUCT, i in MONTH} >= 0;

subject to Machine_Capacity {m in MACH, i in MONTH}:
    sum {k in PRODUCT} (Time[k,m] * Produce[k,i])
    <= (MachinesPerType[m] - Maintain[i,m]) * WorkHours * WorkDaysPerMonth * Shifts;

subject to Inventory_Initial {k in PRODUCT}:
    Stock[k,1] = Produce[k,1] - Sell[k,1];

subject to Inventory_Flow {k in PRODUCT, i in 2..I}:
    Stock[k,i] = Stock[k,i-1] + Produce[k,i] - Sell[k,i];

subject to Inventory_End {k in PRODUCT}:
    Stock[k,I] = KeepQuantity;

subject to Storage_Limit {k in PRODUCT, i in 1..I-1}:
    Stock[k,i] <= MaxStorage;",completed,2,2,VAR-INDEX-SET,1,4,16,3,1,6,3,13,3,1,4,-1,-3,0,0,-2,FALSE
20,run_5,optimal,optimal,93715.17857,106685.2381,0.138398707,CON-RHS,CON-COEFF;CON-SENSE;DATA-PARAM-MAP;VAR-INDEX-SET;CON-INDEX-RANGE,multiple,"In the generated .mod file, replace the `MachineCapacity` constraint:
- subject to MachineCapacity {m in MACH, i in MONTH}: sum {k in PRODUCT} (Time[k,m] * Prod[k,i]) + Maintain[i,m] <= MachinesPerType[m] * WorkHours * WorkDaysPerMonth;
+ subject to MachineCapacity {i in MONTH, m in MACH}: sum {k in PRODUCT} Time[k,m] * Prod[k,i] <= (MachinesPerType[m] - Maintain[i,m]) * WorkHours * 2 * WorkDaysPerMonth;

And change the `FinalInventory` constraint:
- subject to FinalInventory {k in PRODUCT}: Inv[k,I] >= KeepQuantity;
+ subject to FinalInventory {k in PRODUCT}: Inv[k,I] = KeepQuantity;

In the generated .dat file, change the `KeepQuantity` value:
- param KeepQuantity := 100;
+ param KeepQuantity := 50;",completed,1,1,CON-RHS,1,4,16,3,1,6,3,13,3,1,6,-1,-3,0,0,0,FALSE
21,run_1,optimal,optimal,108680,3981.387097,0.963366,DATA-SCALE-UNIT,CON-INIT-FINAL;MODEL-COMPONENT-MISMATCH;CON-FAMILY-MISSING,multiple,"1. Scale monthly capacity by defining `HoursPerMachine = WorkHours * ShiftsPerDay * WorkDaysPerMonth` with 2 shifts and 24 working days, then use 384 hours per available machine-month.
2. Replace fixed `Maintain[t,m]` data with integer maintenance decisions `Gamma[m,t]`; add the total-downtime equalities and bounds on machines down.
3. Correct the inventory balance to start from zero, remove the all-month minimum inventory requirement, and require `KeepQuantity` only in the final month.
4. Add `MaxStorage = 100` and the missing per-product, per-month inventory upper bound.",completed,1,1,DATA-SCALE-UNIT,1,3,13,4,1,7,3,9,3,1,5,0,-4,-1,0,-2,TRUE
21,run_2,optimal,optimal,108680,99853.21429,0.081218124,DATA-PARAM-MAP,CON-FAMILY-MISSING;CON-RHS,multiple,"1. In the model file, replace `param Maintain {MONTH, MACH} integer >= 0;` with the correct variable and parameter declarations:
`param MaxStorage >= 0;
param ShiftsPerDay >= 1 default 2;
param downtime {MACH} integer >= 0;
param HoursPerMachine := WorkHours * ShiftsPerDay * WorkDaysPerMonth;
var Gamma {MACH, MONTH} integer >= 0;`

2. In the model file, replace the `Capacity` constraint with the four correct constraints (`MachineCapacity`, `DowntimeTotal`, `DowntimeBounds`, `StorageCap`), using `Inv` in place of `Hold`:
`subject to StorageCap {p in PRODUCT, t in MONTH}: Inv[p,t] <= MaxStorage;
subject to MachineCapacity {m in MACH, t in MONTH}: sum {p in PRODUCT} Time[p,m] * Make[p,t] + HoursPerMachine * Gamma[m,t] <= HoursPerMachine * MachinesPerType[m];
subject to DowntimeTotal {m in MACH}: sum {t in MONTH} Gamma[m,t] = downtime[m];
subject to DowntimeBounds {m in MACH, t in MONTH}: Gamma[m,t] <= MachinesPerType[m];`

3. In the data file, remove the `param Maintain` block and add the correct `downtime` and `MaxStorage` data:
`param MaxStorage := 100;
param downtime :=
1 0
2 1
3 1
4 1
5 1;`",completed,4,1,DATA-PARAM-MAP,1,3,13,4,1,7,3,10,3,1,5,0,-3,-1,0,-2,FALSE
21,run_3,optimal,optimal,108680,5638.105263,0.948122,DATA-SCALE-UNIT,CON-INIT-FINAL;MODEL-COMPONENT-MISMATCH;CON-FAMILY-MISSING,multiple,"1. Scale monthly capacity by defining `HoursPerMachine = WorkHours * ShiftsPerDay * WorkDaysPerMonth` with 2 shifts and 24 working days, then use 384 hours per available machine-month.
2. Remove the fixed `Maintain[t,i]` restriction and bound the integer maintenance decision `maint[i,t]` by `MachinesPerType[i]`; retain the total-downtime equalities.
3. Replace the all-month aggregate `Minimum_Store` family with a per-product final-month inventory requirement.
4. Add `MaxStorage = 100` and the missing per-product, per-month inventory upper bound.",completed,1,1,DATA-SCALE-UNIT,1,3,13,4,1,7,3,9,4,1,5,0,-4,0,0,-2,TRUE
21,run_4,optimal,unknown,108680,,,MODEL-MISSING-TERMINATOR,MODEL-COMPONENT-MISMATCH;DATA-SCALE-UNIT;CON-FAMILY-MISSING,multiple,"1. Restore the missing semicolon after `DowntimeRequirement`.
2. Remove the fixed `Maintain[m,t]` parameter and add bounded integer maintenance decisions `Gamma[t,m]`; apply the total-downtime equalities to `Gamma`.
3. Scale monthly capacity by defining `HoursPerMachine = WorkHours * ShiftsPerDay * WorkDaysPerMonth` with 2 shifts and 24 working days, then use 384 hours per available machine-month.
4. Add `MaxStorage = 100` and the missing per-product, per-month inventory upper bound.",completed,1,1,MODEL-MISSING-TERMINATOR,1,3,13,4,1,7,3,12,3,1,6,0,-1,-1,0,-1,TRUE
21,run_5,optimal,unknown,108680,,,MODEL-MISSING-TERMINATOR,DATA-MISSING-TERMINATOR;MODEL-COMPONENT-MISMATCH;DATA-SCALE-UNIT;CON-INIT-FINAL;CON-FAMILY-MISSING,multiple,"1. Restore the missing final semicolons in the evaluated model and data files.
2. Remove the fixed `Maintain[m,t]` parameter and add bounded integer maintenance decisions `Gamma[t,m]`; apply the total-downtime equalities to `Gamma`.
3. Scale monthly capacity by defining `HoursPerMachine = WorkHours * ShiftsPerDay * WorkDaysPerMonth` with 2 shifts and 24 working days, then use 384 hours per available machine-month.
4. Replace the all-month `KeepInventory` family with a per-product final-month inventory requirement.
5. Add `MaxStorage = 100` and the missing per-product, per-month inventory upper bound.",completed,1,1,MODEL-MISSING-TERMINATOR,1,3,13,4,1,7,3,10,3,1,6,0,-3,-1,0,-1,TRUE
22,run_1,optimal,unknown,841.796875,,,DATA-DIMENSION,VAR-INDEX-SET;CON-FAMILY-MISSING;CON-COEFF;CON-FAMILY-EXTRA;MODEL-MISSING-TERMINATOR;DATA-MISSING-TERMINATOR;MODEL-COMPONENT-MISMATCH,multiple,"1. Change the requirement parameter from `param requirement {MANPOWER, YEARS}` to `param requirement {YEARS, MANPOWER}` and use `requirement[i,k]` in the requirement constraint.
2. Replace the unrestricted three-dimensional retraining variable with the five supported flows: unskilled-to-semi-skilled retraining, semi-skilled-to-skilled retraining, skilled-to-semi-skilled downgrading, skilled-to-unskilled downgrading, and semi-skilled-to-unskilled downgrading.
3. Replace the workforce-balance constraints so current recruits enter with survival coefficients 0.75, 0.80, and 0.90, experienced workers use their proper retention coefficients, and downward transfers enter the destination category with coefficient 0.5.
4. Add the annual cap of 200 on unskilled-to-semi-skilled retraining and the 25% skilled-workforce cap on semi-skilled-to-skilled retraining.
5. Remove the unsupported `Outflow_Limit` constraint family.
6. Restore the missing final semicolons in the model and data files.",completed,1,1,DATA-DIMENSION,1,3,8,10,1,10,3,11,7,1,12,0,3,-3,0,2,TRUE
22,run_2,optimal,unknown,841.796875,,,DATA-DIMENSION,VAR-INDEX-SET;CON-FAMILY-MISSING;CON-COEFF;CON-SENSE;CON-FAMILY-EXTRA,multiple,"1. Transpose the `requirement` table so its rows are manpower categories and its columns are years, consistent with `requirement {CATEGORIES, YEARS}` and `requirement[k,i]`.
2. Replace the unrestricted `Retrain[k_from,k_to,i]` variable with the five supported flows: unskilled-to-semi-skilled retraining, semi-skilled-to-skilled retraining, skilled-to-semi-skilled downgrading, skilled-to-unskilled downgrading, and semi-skilled-to-unskilled downgrading.
3. Replace `Define_Headcount` and `Workforce_Balance` with category-specific current-year balance equations. Apply experienced-worker retention to the prior workforce, first-year retention to current recruits, experienced-worker retention to upward retraining inflows, and 0.5 retention to downward transfers. Subtract current redundancies and outgoing transfers without a retention multiplier.
4. Add the annual limit of 200 on unskilled-to-semi-skilled retraining and the 25% skilled-workforce limit on semi-skilled-to-skilled retraining.
5. Replace the relaxed requirement and overmanning pair with the exact relation `Workers[k,i] - Overmanned[k,i] - 0.5*ShortTime[k,i] = requirement[k,i]`.
6. Remove `Workforce_Outflow_Limit`, which excludes current recruits from same-year outflow and is absent from the reference formulation.",completed,1,1,DATA-DIMENSION,1,3,8,10,1,10,3,11,7,1,10,0,3,-3,0,0,TRUE
22,run_3,optimal,optimal,841.796875,1143333.333,1357.205723,OBJ-TERM-EXTRA,OBJ-COEFF;VAR-MISSING;CON-FAMILY-MISSING;CON-COEFF;CON-FAMILY-EXTRA,multiple,"1. Replace the monetary-cost objective with `minimize Total_Redundancy: sum {i in YEARS, k in SKILLS} Redundant[i,k];`.
2. Add the five supported workforce-flow variables: unskilled-to-semi-skilled retraining, semi-skilled-to-skilled retraining, skilled-to-semi-skilled downgrading, skilled-to-unskilled downgrading, and semi-skilled-to-unskilled downgrading.
3. Replace `Meet_Requirement` and `Workforce_Flow` with category-specific current-year workforce-balance equations. Apply experienced-worker retention to the prior workforce, first-year retention to current recruits, experienced-worker retention to upward retraining inflows, and 0.5 retention to downward transfers. Subtract current redundancies and outgoing transfers directly.
4. Add the annual limit of 200 on unskilled-to-semi-skilled retraining and the 25% skilled-workforce limit on semi-skilled-to-skilled retraining.
5. Use the exact requirement relation `Workforce[i,k] - Overmanned[i,k] - 0.5*ShortTime[i,k] = requirement[i,k]`.
6. Remove `Redundancy_Feasibility`, which is absent from the reference formulation.",completed,1,1,OBJ-TERM-EXTRA,1,3,8,10,1,10,2,12,5,1,7,-1,4,-5,0,-3,TRUE
22,run_4,optimal,infeasible,841.796875,,,VAR-INDEX-SET,DATA-DIMENSION;OBJ-TERM-EXTRA;OBJ-COEFF;VAR-MISSING;DATA-PARAM-MAP;DATA-SCALE-UNIT;CON-COEFF;CON-FAMILY-MISSING;CON-SENSE;CON-INDEX-RANGE;MODEL-COMPONENT-MISMATCH,multiple,"1. Define years 1 through 3 and initial year 0, then index workforce, recruitment, redundancy, overmanning, and short-time decisions by category and year.
2. Transpose the requirement table so rows denote manpower categories and columns denote years.
3. Replace fixed recruitment with annual recruitment decisions subject to the supplied category caps.
4. Replace the monetary-cost objective with `minimize Total_Redundancy: sum {c in CATS, yr in YEARS} w[c,yr];`.
5. Add the workforce state, two upward-retraining flows, and three downward-transfer flows.
6. Add the initial-workforce equations, annual recruitment caps, category-specific workforce balances, and retraining limits.
7. Replace MinUsage and MaxUsage with `t[c,yr] - y[c,yr] - 0.5*x[c,yr] = requirement[c,yr]`.
8. Apply wastage as workforce-retention coefficients, apply the overmanning cap in each year, and apply the short-time cap to each category and year.",completed,1,1,VAR-INDEX-SET,1,3,8,10,1,10,2,10,4,1,5,-1,2,-6,0,-5,TRUE
